Age,Annual_Income,Years_Experience,Family_Size,Education,Mortgage,Credit_Score,Credit_Card_Spending,Online_Banking,Fixed_Deposit,City_Tier,Loan_Approved
37,217214,11,4,Graduate,166409,757,60847,Yes,Yes,Tier-1,Yes
21,98168,0,4,Graduate,59382,753,6102,Yes,No,Tier-1,No
26,119296,3,5,Postgraduate,208364,792,81054,No,Yes,Tier-1,Yes
38,247071,14,2,Professional,0,756,7607,No,No,Tier-2,Yes
49,181189,22,2,Postgraduate,174259,815,52624,Yes,No,Tier-1,Yes
35,80264,14,3,Graduate,21353,583,43632,Yes,Yes,Tier-2,No
59,244123,36,4,Graduate,306280,594,21464,Yes,No,Tier-1,No
51,154188,24,3,Postgraduate,194819,805,15435,No,Yes,Tier-2,Yes
60,190413,33,3,Postgraduate,35250,606,35979,Yes,Yes,Tier-1,Yes
36,166918,10,5,Professional,224949,769,42983,Yes,Yes,Tier-2,Yes
52,56153,31,2,Graduate,17876,688,11001,Yes,Yes,Tier-2,No
48,237773,27,2,Postgraduate,216235,569,35359,Yes,Yes,Tier-1,Yes
27,50104,5,3,Graduate,108708,802,22566,Yes,No,Tier-1,No
55,225182,33,3,Postgraduate,102380,637,10007,Yes,No,Tier-1,No
43,91770,17,5,Graduate,339711,756,57186,Yes,No,Tier-2,No
55,212163,29,1,Graduate,63912,658,36651,Yes,No,Tier-3,No
59,196890,35,2,Graduate,108649,555,96238,Yes,Yes,Tier-3,Yes
52,244665,31,2,Graduate,106366,849,77851,No,Yes,Tier-2,Yes
52,179195,30,4,Graduate,355332,690,58494,Yes,No,Tier-2,No
34,94224,8,3,Graduate,142668,610,84636,Yes,No,Tier-2,No
56,89680,30,2,Postgraduate,60144,770,21515,Yes,No,Tier-2,No
33,67215,12,3,Graduate,83728,626,16961,No,Yes,Tier-3,No
22,234870,0,5,Postgraduate,18342,503,94152,Yes,Yes,Tier-2,Yes
48,226186,21,5,Postgraduate,92813,600,39743,Yes,No,Tier-1,No
55,79555,28,5,Professional,0,520,38659,Yes,Yes,Tier-2,Yes
21,139930,0,1,Postgraduate,294351,514,61136,Yes,No,Tier-2,Yes
49,71835,23,1,Graduate,255066,850,63855,Yes,Yes,Tier-1,Yes
47,42140,20,1,Graduate,41215,578,35440,Yes,No,Tier-2,No
36,220863,9,2,Postgraduate,291147,735,25212,Yes,No,Tier-3,Yes
56,74810,29,2,Postgraduate,394201,847,70422,Yes,Yes,Tier-3,Yes
59,95467,34,4,Graduate,192984,657,21996,Yes,No,Tier-3,No
50,53930,27,2,Postgraduate,247269,626,55444,Yes,No,Tier-1,No
30,76468,3,5,Graduate,258084,763,85038,Yes,Yes,Tier-1,Yes
22,142217,0,3,Graduate,265057,720,93384,Yes,Yes,Tier-3,Yes
51,189762,29,1,Postgraduate,285322,740,22108,Yes,No,Tier-2,Yes
26,244678,0,2,Postgraduate,70801,647,64409,Yes,Yes,Tier-2,Yes
28,48365,5,4,Postgraduate,56979,748,52110,No,No,Tier-1,Yes
47,123315,20,1,Graduate,182969,728,16126,Yes,No,Tier-2,No
39,81344,18,4,Postgraduate,96285,591,94160,Yes,Yes,Tier-2,Yes
59,61163,35,4,Professional,148400,548,9507,Yes,No,Tier-2,No
43,145360,17,2,Postgraduate,108875,834,40665,Yes,No,Tier-1,Yes
29,161817,5,1,Postgraduate,197488,594,21781,Yes,No,Tier-3,No
49,42669,27,3,Graduate,166938,758,3843,Yes,No,Tier-1,No
46,204961,22,1,Graduate,202734,614,72649,Yes,No,Tier-2,No
37,30741,11,4,Graduate,302155,666,73240,Yes,Yes,Tier-2,No
41,105522,14,1,Graduate,60073,622,94889,No,Yes,Tier-2,No
58,104364,32,5,Postgraduate,112882,841,32531,Yes,No,Tier-2,Yes
30,185389,4,1,Postgraduate,108618,686,56078,Yes,Yes,Tier-2,Yes
52,149279,29,4,Graduate,67996,533,44915,Yes,No,Tier-2,No
45,183814,24,1,Professional,135265,848,2442,Yes,No,Tier-1,Yes
26,152616,5,3,Graduate,161495,780,48766,Yes,Yes,Tier-1,Yes
32,184136,5,1,Professional,0,815,90901,Yes,Yes,Tier-1,Yes
36,216175,11,5,Postgraduate,190316,579,22234,Yes,Yes,Tier-3,Yes
30,74892,8,1,Graduate,131699,765,30287,Yes,No,Tier-1,No
37,107643,15,3,Graduate,108482,767,51044,Yes,No,Tier-1,No
55,58038,34,2,Postgraduate,43675,585,72394,Yes,Yes,Tier-2,Yes
49,76455,23,5,Postgraduate,110090,568,40333,Yes,Yes,Tier-2,Yes
44,50921,19,5,Graduate,116519,790,52867,No,No,Tier-2,No
56,249409,35,1,Graduate,162229,555,33357,Yes,No,Tier-1,No
30,86606,6,4,Graduate,147292,528,35481,No,No,Tier-1,Yes
37,93232,12,1,Graduate,312815,764,89695,Yes,No,Tier-2,No
33,53555,6,5,Professional,96107,568,2036,No,No,Tier-2,No
22,54873,1,5,Postgraduate,174267,636,8333,Yes,Yes,Tier-1,No
58,244378,35,3,Postgraduate,0,640,63762,Yes,Yes,Tier-3,Yes
47,240859,20,1,Postgraduate,128700,571,94680,Yes,Yes,Tier-3,Yes
41,170251,14,5,Postgraduate,320208,759,76311,Yes,Yes,Tier-2,Yes
47,43895,20,2,Professional,109387,530,63807,No,Yes,Tier-2,Yes
34,122551,11,4,Professional,0,825,21346,Yes,No,Tier-1,Yes
44,178048,20,5,Postgraduate,176507,847,26741,No,No,Tier-2,No
49,119515,22,1,Postgraduate,0,541,14938,Yes,No,Tier-2,No
44,39706,17,4,Postgraduate,309379,591,87013,No,Yes,Tier-2,Yes
27,208148,1,3,Postgraduate,0,720,25447,No,No,Tier-1,Yes
46,211381,19,5,Graduate,272127,536,90628,Yes,Yes,Tier-2,Yes
55,173182,32,4,Professional,109892,707,54136,Yes,No,Tier-1,Yes
26,156706,4,4,Graduate,235531,504,37999,No,Yes,Tier-2,No
45,56655,21,5,Graduate,154125,738,30878,Yes,Yes,Tier-2,Yes
53,62805,27,1,Postgraduate,135988,634,83614,Yes,No,Tier-2,No
35,72800,13,3,Postgraduate,228540,672,37367,Yes,No,Tier-3,No
59,65318,36,3,Graduate,54217,799,68577,Yes,Yes,Tier-3,Yes
50,243389,29,2,Postgraduate,167251,514,19059,Yes,No,Tier-1,No
34,236321,10,4,Postgraduate,139834,744,45484,No,Yes,Tier-1,Yes
53,187182,32,1,Professional,405575,745,62124,Yes,No,Tier-1,Yes
44,159268,23,5,Professional,277240,638,70535,No,Yes,Tier-1,Yes
41,113913,18,4,Graduate,145152,618,61940,Yes,No,Tier-1,No
24,80828,0,5,Postgraduate,0,642,8050,Yes,No,Tier-2,No
34,243435,9,4,Postgraduate,274693,785,82983,Yes,No,Tier-2,Yes
43,194180,19,5,Graduate,213611,548,74980,Yes,No,Tier-2,No
24,169854,0,1,Graduate,184868,619,96003,Yes,No,Tier-3,No
31,48259,10,4,Graduate,238745,694,80065,Yes,No,Tier-1,No
40,218179,18,2,Postgraduate,118254,548,67424,Yes,No,Tier-2,Yes
23,42106,0,3,Postgraduate,193891,843,73326,Yes,Yes,Tier-3,No
37,79645,16,3,Graduate,348173,529,95449,No,No,Tier-2,Yes
30,230459,9,5,Graduate,147718,757,57609,No,No,Tier-3,Yes
49,217782,23,5,Graduate,182758,758,67169,Yes,No,Tier-1,Yes
59,79215,36,2,Graduate,287038,665,40015,No,No,Tier-2,No
47,50230,24,2,Postgraduate,0,512,92209,Yes,No,Tier-2,No
41,121299,18,2,Graduate,84262,577,33969,Yes,No,Tier-2,No
36,94385,11,2,Graduate,94054,742,6359,No,Yes,Tier-1,No
38,27093,15,4,Graduate,139409,674,19718,Yes,Yes,Tier-1,No
48,133368,24,3,Graduate,196316,805,28651,Yes,No,Tier-1,No
53,200403,31,1,Graduate,8802,655,72729,Yes,No,Tier-1,No
32,185482,11,4,Graduate,300556,713,34875,Yes,No,Tier-2,No
60,57356,38,4,Graduate,217497,749,68095,Yes,No,Tier-3,No
48,235084,27,4,Graduate,55838,724,28909,No,No,Tier-2,No
44,159137,20,3,Graduate,235325,699,29209,Yes,No,Tier-1,No
48,138528,25,5,Postgraduate,0,753,27102,Yes,No,Tier-2,Yes
23,70380,0,1,Graduate,366668,501,47028,Yes,No,Tier-3,No
23,137035,0,1,Graduate,85795,657,15470,No,Yes,Tier-3,No
33,206844,7,1,Graduate,189318,712,8630,Yes,Yes,Tier-2,Yes
36,198316,15,4,Graduate,81243,552,51004,Yes,No,Tier-1,No
51,43740,28,2,Professional,268855,772,28783,Yes,No,Tier-2,No
22,147323,0,2,Graduate,340680,731,22229,Yes,No,Tier-2,No
34,191020,13,2,Graduate,133088,800,23071,Yes,Yes,Tier-2,Yes
40,28060,13,4,Graduate,0,523,28325,Yes,No,Tier-2,No
36,147058,11,5,Graduate,121094,808,13698,Yes,No,Tier-2,No
59,62823,32,5,Postgraduate,284001,624,47592,Yes,Yes,Tier-1,Yes
52,111676,30,5,Postgraduate,177851,512,23686,Yes,No,Tier-2,No
57,186298,30,4,Graduate,0,781,72375,No,No,Tier-2,Yes
28,49578,4,5,Postgraduate,117017,832,67355,Yes,Yes,Tier-3,Yes
51,58758,26,1,Professional,0,729,27816,Yes,Yes,Tier-1,Yes
51,181215,27,4,Graduate,230660,699,13085,No,No,Tier-1,No
24,47099,2,3,Postgraduate,196192,639,76280,Yes,No,Tier-1,Yes
26,35985,0,1,Postgraduate,241673,767,95330,Yes,No,Tier-3,Yes
58,164248,36,1,Graduate,143278,602,8021,Yes,No,Tier-2,No
28,219151,7,2,Postgraduate,180361,727,91787,Yes,Yes,Tier-3,Yes
42,117510,17,4,Postgraduate,65510,842,62695,No,No,Tier-3,No
42,214060,20,2,Professional,0,751,75230,Yes,No,Tier-1,Yes
41,220720,14,3,Postgraduate,266031,809,31203,Yes,No,Tier-2,Yes
28,100948,5,1,Postgraduate,342204,707,85529,Yes,Yes,Tier-2,Yes
52,65308,31,3,Graduate,78380,842,16235,Yes,No,Tier-1,No
33,56923,11,5,Graduate,17057,560,20800,Yes,No,Tier-1,No
40,187760,17,5,Postgraduate,44701,556,95778,Yes,Yes,Tier-1,Yes
53,43781,27,3,Postgraduate,0,550,19883,Yes,Yes,Tier-2,No
24,211103,0,5,Graduate,35115,518,98008,Yes,No,Tier-1,No
42,25908,18,2,Professional,51859,763,83556,No,Yes,Tier-2,No
46,186236,20,4,Professional,310365,682,95034,Yes,Yes,Tier-2,Yes
38,213255,12,3,Professional,158410,552,66471,No,No,Tier-2,Yes
22,124468,0,3,Graduate,187167,664,56698,Yes,No,Tier-2,No
43,71798,16,1,Graduate,207090,842,64821,Yes,Yes,Tier-2,Yes
25,140064,0,5,Postgraduate,135937,623,45665,Yes,No,Tier-3,Yes
43,87613,19,2,Postgraduate,96747,850,16434,Yes,Yes,Tier-1,Yes
21,30445,0,1,Postgraduate,155163,602,58238,Yes,Yes,Tier-2,Yes
39,171362,12,4,Graduate,232422,752,65197,Yes,No,Tier-3,Yes
31,87601,8,2,Postgraduate,166983,807,90713,No,No,Tier-2,Yes
49,107970,27,4,Postgraduate,350823,568,87961,Yes,No,Tier-2,No
57,97828,35,2,Postgraduate,208046,775,54576,Yes,Yes,Tier-2,Yes
45,47320,21,5,Postgraduate,14034,774,71837,Yes,No,Tier-3,Yes
28,145896,3,5,Graduate,94710,561,86458,Yes,No,Tier-2,No
28,129332,5,1,Graduate,142753,617,51817,Yes,No,Tier-2,No
25,192848,0,1,Postgraduate,236300,850,51294,Yes,No,Tier-2,Yes
23,32549,0,3,Graduate,368372,824,25016,No,Yes,Tier-2,No
58,37823,35,3,Graduate,217593,695,59888,Yes,No,Tier-2,No
31,212973,7,3,Postgraduate,295644,758,71715,No,No,Tier-2,Yes
26,128187,3,4,Graduate,121277,841,41470,Yes,No,Tier-3,Yes
57,196796,31,1,Postgraduate,144937,815,91723,Yes,No,Tier-1,Yes
46,61051,20,3,Professional,43462,720,13278,Yes,Yes,Tier-1,Yes
39,178263,14,5,Graduate,46838,513,64513,Yes,No,Tier-2,No
57,156639,36,4,Graduate,99351,825,75551,Yes,No,Tier-2,Yes
30,207504,6,5,Postgraduate,154379,543,49671,Yes,Yes,Tier-2,Yes
38,217416,13,1,Postgraduate,153690,535,59492,No,No,Tier-2,Yes
46,27369,22,1,Graduate,106765,567,20047,Yes,No,Tier-2,No
44,99420,21,1,Professional,0,590,5925,Yes,No,Tier-2,Yes
36,34797,13,2,Graduate,61183,706,28926,No,No,Tier-2,No
25,246404,1,5,Postgraduate,25223,555,12204,No,No,Tier-1,No
47,119819,26,1,Postgraduate,306043,643,41986,Yes,Yes,Tier-3,Yes
48,198620,26,1,Postgraduate,175627,797,11114,Yes,No,Tier-2,No
39,50009,12,2,Postgraduate,125602,605,30767,Yes,No,Tier-3,Yes
32,231798,10,4,Postgraduate,268070,818,2048,Yes,No,Tier-2,Yes
27,73115,0,3,Postgraduate,121588,741,48022,Yes,No,Tier-2,Yes
42,240398,21,3,Postgraduate,159310,710,33145,Yes,No,Tier-1,Yes
42,173605,21,5,Graduate,19767,842,60597,Yes,No,Tier-1,No
27,149444,2,5,Postgraduate,174134,800,33876,Yes,No,Tier-1,Yes
45,133500,21,3,Postgraduate,0,813,15587,No,No,Tier-1,Yes
31,221149,10,5,Postgraduate,46065,803,41023,Yes,Yes,Tier-1,Yes
40,86742,16,1,Postgraduate,210877,741,57476,Yes,No,Tier-3,Yes
36,136706,12,5,Graduate,263777,580,12528,Yes,No,Tier-1,No
24,42241,0,1,Professional,113285,614,83196,No,No,Tier-1,No
28,145623,2,1,Graduate,82944,674,25490,Yes,No,Tier-3,No
43,79638,22,4,Graduate,112551,795,37326,Yes,No,Tier-1,No
25,143192,0,2,Graduate,423530,750,16901,Yes,No,Tier-1,No
27,154101,5,1,Graduate,66541,799,28398,No,Yes,Tier-1,Yes
31,233467,9,5,Postgraduate,0,768,52603,No,No,Tier-1,Yes
33,93811,9,4,Graduate,230405,812,15880,Yes,No,Tier-1,No
31,232791,10,3,Postgraduate,268568,803,72210,Yes,Yes,Tier-1,Yes
38,131683,11,5,Graduate,347413,585,45481,Yes,No,Tier-1,No
38,212313,12,2,Graduate,0,605,38996,No,No,Tier-3,No
32,158780,6,3,Graduate,251999,788,8553,No,No,Tier-3,No
31,211113,10,4,Graduate,300034,708,48365,Yes,Yes,Tier-1,Yes
41,180596,19,2,Postgraduate,37949,587,56261,Yes,No,Tier-2,Yes
26,194327,4,1,Postgraduate,327471,617,89329,Yes,No,Tier-3,No
59,218529,38,5,Graduate,162325,783,87366,Yes,No,Tier-3,Yes
58,75969,37,4,Graduate,129076,512,57268,Yes,Yes,Tier-2,No
24,168532,1,5,Postgraduate,68746,565,57114,No,Yes,Tier-3,Yes
39,96591,17,3,Graduate,0,671,32614,Yes,No,Tier-2,No
27,144004,2,5,Graduate,151431,575,32383,Yes,No,Tier-2,No
59,81313,36,2,Graduate,269328,732,13991,Yes,No,Tier-1,No
42,188282,19,5,Postgraduate,117898,781,91557,Yes,No,Tier-3,No
27,235323,5,5,Graduate,263437,512,39890,Yes,Yes,Tier-1,Yes
46,67903,25,3,Graduate,83691,805,32105,Yes,Yes,Tier-2,Yes
60,172950,39,5,Postgraduate,224820,641,9253,No,No,Tier-3,No
38,63485,17,1,Graduate,181244,603,53897,Yes,No,Tier-1,No
56,129216,33,4,Postgraduate,365728,760,59287,Yes,No,Tier-3,Yes
26,97847,2,4,Graduate,112039,502,60942,Yes,No,Tier-2,No
43,241746,18,1,Graduate,14231,797,39695,No,Yes,Tier-1,Yes
57,226969,33,2,Graduate,256485,543,57746,Yes,Yes,Tier-1,Yes
36,92592,15,5,Professional,219263,633,23395,Yes,No,Tier-3,No
39,62190,12,2,Postgraduate,2517,602,3780,Yes,Yes,Tier-3,Yes
40,114196,19,4,Graduate,299178,787,11984,Yes,Yes,Tier-2,Yes
29,150093,5,1,Professional,311099,760,10254,Yes,Yes,Tier-2,Yes
34,57963,13,2,Graduate,219537,542,3080,Yes,No,Tier-1,No
57,103038,30,4,Graduate,0,589,36019,Yes,No,Tier-3,No
39,49220,15,3,Graduate,334682,739,41809,Yes,No,Tier-1,No
56,38580,35,1,Postgraduate,174945,531,92447,No,No,Tier-1,No
32,67816,7,1,Graduate,355671,545,97278,No,No,Tier-2,No
26,177420,5,1,Postgraduate,174031,761,73923,No,No,Tier-2,Yes
59,159476,34,3,Graduate,0,787,55205,Yes,Yes,Tier-1,Yes
53,152319,31,1,Postgraduate,164707,601,16974,No,Yes,Tier-2,Yes
51,247067,24,5,Graduate,243818,576,77705,Yes,Yes,Tier-3,Yes
29,116310,3,3,Graduate,229211,621,92296,Yes,No,Tier-3,No
40,167303,13,1,Graduate,128142,685,97201,Yes,No,Tier-1,No
52,55924,27,1,Postgraduate,345248,752,43400,Yes,Yes,Tier-2,Yes
51,219155,30,1,Professional,304914,544,10271,No,No,Tier-3,Yes
44,120347,19,4,Graduate,88524,552,9235,Yes,No,Tier-2,No
46,243290,19,2,Graduate,94934,701,94604,No,No,Tier-3,Yes
47,81965,25,2,Graduate,27889,527,93628,Yes,Yes,Tier-1,No
30,48466,7,2,Professional,228482,534,22641,No,No,Tier-2,No
40,165710,16,1,Professional,207232,675,3439,Yes,No,Tier-1,Yes
55,201169,28,5,Professional,121078,805,45832,Yes,Yes,Tier-1,Yes
57,93591,31,3,Graduate,177480,658,23832,No,No,Tier-1,No
42,153131,21,3,Graduate,3722,555,63477,Yes,No,Tier-2,No
59,35247,35,2,Graduate,369151,586,17051,Yes,No,Tier-1,No
22,135188,1,2,Graduate,111820,785,18108,Yes,No,Tier-1,No
46,246738,23,5,Graduate,222087,719,67842,No,No,Tier-2,Yes
57,58043,33,2,Graduate,207037,844,50785,Yes,No,Tier-1,No
33,231095,7,4,Postgraduate,94547,565,70578,No,No,Tier-3,Yes
34,143915,8,3,Graduate,117555,630,42160,No,Yes,Tier-1,Yes
51,111157,25,1,Graduate,0,707,82934,Yes,No,Tier-3,No
53,30310,31,1,Graduate,178929,522,17457,Yes,No,Tier-1,No
43,26128,20,3,Postgraduate,0,545,11808,Yes,Yes,Tier-1,No
22,33998,1,2,Postgraduate,279566,738,88540,Yes,No,Tier-1,Yes
27,119929,6,4,Graduate,315219,759,16776,Yes,No,Tier-2,No
46,88308,20,5,Graduate,303342,677,44103,No,No,Tier-3,No
58,153431,34,4,Graduate,218458,751,41823,Yes,Yes,Tier-2,Yes
38,116787,15,3,Graduate,39411,821,54799,No,No,Tier-1,No
33,232045,7,3,Graduate,352216,677,56649,Yes,No,Tier-2,No
30,111379,9,4,Graduate,0,564,70835,Yes,Yes,Tier-2,No
41,89666,18,3,Postgraduate,111799,798,50226,Yes,No,Tier-2,Yes
28,191026,1,5,Postgraduate,171961,576,83981,No,No,Tier-1,Yes
35,245694,13,3,Graduate,31016,672,62167,Yes,No,Tier-2,No
21,171539,0,4,Graduate,361974,726,79701,No,Yes,Tier-1,Yes
45,180418,18,4,Graduate,277947,799,67642,Yes,Yes,Tier-3,Yes
57,225858,32,1,Graduate,23947,744,40187,Yes,No,Tier-1,Yes
42,162930,15,3,Graduate,251534,512,63455,Yes,No,Tier-3,Yes
57,41488,35,2,Graduate,201465,838,61332,Yes,No,Tier-1,No
41,241576,15,4,Postgraduate,294439,557,26398,Yes,No,Tier-2,No
28,81132,2,4,Postgraduate,158729,633,9434,Yes,No,Tier-2,No
56,29123,32,3,Postgraduate,10981,785,91541,Yes,No,Tier-1,No
51,168193,27,4,Graduate,222313,779,11953,Yes,Yes,Tier-2,Yes
34,49496,8,2,Professional,131830,589,24873,No,Yes,Tier-2,No
33,84799,7,2,Graduate,63090,813,8749,No,No,Tier-3,No
36,187893,14,2,Postgraduate,0,692,91142,Yes,No,Tier-2,Yes
25,239117,0,2,Postgraduate,207766,619,69474,No,No,Tier-1,Yes
48,205685,24,4,Graduate,67891,754,2005,Yes,No,Tier-3,No
34,227945,9,4,Postgraduate,231849,509,29503,Yes,Yes,Tier-1,Yes
41,106748,16,4,Postgraduate,228524,746,41142,Yes,No,Tier-2,No
30,159962,9,1,Postgraduate,0,724,48629,Yes,Yes,Tier-1,Yes
51,225401,24,4,Postgraduate,298419,539,57598,No,No,Tier-3,No
24,28811,0,5,Postgraduate,131515,590,57685,Yes,No,Tier-2,No
58,203908,34,3,Postgraduate,55520,613,67283,No,Yes,Tier-1,Yes
31,245828,9,3,Postgraduate,0,621,44213,Yes,Yes,Tier-1,Yes
27,163138,6,1,Graduate,80521,841,89185,Yes,Yes,Tier-3,Yes
30,198549,5,5,Postgraduate,117014,641,65332,No,No,Tier-1,Yes
60,232711,33,3,Postgraduate,4791,549,40397,No,No,Tier-1,Yes
46,163320,20,4,Graduate,48787,670,26644,Yes,No,Tier-1,No
33,60481,11,2,Graduate,251243,711,54879,Yes,No,Tier-1,No
42,55183,15,3,Postgraduate,63680,828,4775,Yes,No,Tier-2,Yes
45,141249,24,5,Graduate,156273,666,15536,Yes,No,Tier-2,No
46,175555,19,3,Professional,0,598,18258,Yes,No,Tier-3,Yes
58,136975,31,2,Graduate,0,611,95925,Yes,Yes,Tier-1,Yes
57,30285,33,3,Graduate,87267,813,72402,Yes,No,Tier-2,No
39,178405,12,3,Postgraduate,40682,526,33661,No,Yes,Tier-3,Yes
55,87814,33,5,Professional,466463,704,55013,Yes,No,Tier-3,Yes
28,117643,3,3,Professional,328749,545,27835,Yes,No,Tier-2,No
29,171305,8,4,Postgraduate,86805,537,23346,No,Yes,Tier-2,Yes
55,152673,34,1,Professional,123491,713,46763,Yes,No,Tier-1,Yes
29,235813,8,5,Graduate,132331,850,9501,Yes,Yes,Tier-2,Yes
39,239362,18,5,Postgraduate,240504,591,20227,Yes,Yes,Tier-3,Yes
55,177771,29,2,Postgraduate,269145,713,28485,Yes,No,Tier-2,Yes
57,224695,32,2,Graduate,204119,847,62664,Yes,No,Tier-2,Yes
21,218329,0,1,Graduate,203194,622,5657,No,No,Tier-1,No
35,29329,13,5,Postgraduate,171852,845,85984,No,No,Tier-2,Yes
30,243359,4,1,Graduate,0,848,15392,Yes,Yes,Tier-2,Yes
40,205523,13,1,Graduate,118719,841,53952,Yes,Yes,Tier-2,No
38,170111,14,4,Graduate,168916,767,87727,Yes,No,Tier-1,Yes
23,190632,2,5,Postgraduate,173394,661,89778,Yes,Yes,Tier-2,Yes
58,117529,36,1,Professional,243435,692,96825,Yes,No,Tier-2,No
48,156994,27,1,Postgraduate,15329,636,93279,No,No,Tier-2,Yes
33,148775,10,4,Graduate,94028,839,58160,Yes,No,Tier-2,Yes
59,98071,38,5,Graduate,99008,541,6297,Yes,No,Tier-1,No
39,185308,14,1,Graduate,44847,580,31376,Yes,No,Tier-1,No
25,206028,0,4,Professional,251736,675,25301,Yes,No,Tier-1,No
51,225609,26,3,Graduate,318314,673,96266,Yes,Yes,Tier-2,Yes
25,119410,4,5,Graduate,11583,621,43277,Yes,Yes,Tier-2,No
26,245319,3,2,Postgraduate,88125,742,81183,No,No,Tier-2,Yes
55,228426,29,5,Postgraduate,172401,702,88623,No,No,Tier-1,Yes
54,93099,32,3,Professional,196833,524,18442,Yes,Yes,Tier-3,No
35,240554,10,5,Postgraduate,61906,515,41309,Yes,No,Tier-1,Yes
28,103183,7,2,Postgraduate,41267,579,57046,Yes,No,Tier-3,No
34,41772,11,5,Graduate,163506,702,83008,No,No,Tier-2,No
37,242291,16,1,Graduate,90005,577,69641,Yes,No,Tier-3,No
25,166140,2,3,Postgraduate,212573,631,31164,Yes,Yes,Tier-1,Yes
44,162186,20,3,Graduate,251631,688,6076,Yes,No,Tier-1,No
53,81680,32,2,Graduate,81405,774,89110,Yes,No,Tier-2,No
24,227499,0,1,Graduate,287563,830,62746,Yes,No,Tier-1,Yes
38,195505,11,4,Postgraduate,115634,641,24286,Yes,No,Tier-1,Yes
33,107579,12,2,Postgraduate,354746,599,28044,Yes,Yes,Tier-2,No
49,134062,27,5,Postgraduate,0,739,87097,Yes,Yes,Tier-1,Yes
43,40729,20,1,Professional,92495,621,76638,No,No,Tier-1,No
40,180739,19,3,Professional,276270,628,27530,Yes,No,Tier-3,No
33,247450,8,4,Professional,127177,787,14985,No,Yes,Tier-2,Yes
37,156605,14,3,Graduate,230281,595,58441,Yes,No,Tier-2,No
56,229101,30,1,Postgraduate,53729,594,11511,No,Yes,Tier-2,Yes
26,67756,3,3,Postgraduate,0,770,52659,Yes,No,Tier-2,Yes
57,179706,30,3,Postgraduate,181683,626,10382,Yes,No,Tier-2,No
23,214585,2,3,Postgraduate,24262,848,98085,No,Yes,Tier-3,Yes
49,30631,27,5,Professional,145852,840,24580,Yes,Yes,Tier-2,Yes
39,163923,12,1,Graduate,258686,608,60027,Yes,Yes,Tier-1,Yes
40,100499,17,3,Professional,82859,604,92918,Yes,Yes,Tier-1,Yes
28,195848,6,5,Graduate,107194,532,54433,Yes,No,Tier-2,No
60,237996,38,1,Postgraduate,164161,718,68836,No,No,Tier-1,Yes
40,127689,16,3,Graduate,0,657,52138,Yes,Yes,Tier-2,Yes
43,163997,19,5,Professional,0,603,64444,Yes,No,Tier-2,Yes
35,39642,11,5,Postgraduate,402245,562,21523,Yes,No,Tier-2,No
26,70538,0,5,Postgraduate,0,835,62282,Yes,Yes,Tier-2,Yes
33,177215,9,1,Postgraduate,184359,608,13748,Yes,No,Tier-1,No
41,150802,15,5,Postgraduate,15958,564,87333,No,No,Tier-3,Yes
40,135996,18,2,Professional,0,811,42799,No,No,Tier-3,Yes
34,88908,7,1,Graduate,258202,604,21727,Yes,No,Tier-2,No
35,99180,12,5,Graduate,104247,695,72640,Yes,No,Tier-3,Yes
30,159757,4,1,Graduate,45973,770,81424,Yes,No,Tier-2,Yes
51,127666,25,5,Graduate,146437,833,76642,Yes,No,Tier-2,Yes
44,104239,21,2,Graduate,299136,607,51150,Yes,No,Tier-1,No
56,60572,33,5,Graduate,344126,674,56033,Yes,No,Tier-2,No
25,53702,0,3,Graduate,88336,612,30432,Yes,No,Tier-3,No
46,207614,20,4,Graduate,250183,753,85385,Yes,No,Tier-1,Yes
30,199682,9,1,Graduate,11091,738,27444,Yes,No,Tier-2,No
23,219692,2,4,Graduate,206641,704,84172,Yes,No,Tier-1,Yes
58,33496,35,1,Professional,115367,657,75108,Yes,No,Tier-3,No
28,67864,5,4,Graduate,231132,834,74739,No,No,Tier-1,No
50,77236,28,4,Postgraduate,216531,752,28998,Yes,Yes,Tier-2,No
40,122375,14,5,Professional,103898,653,36361,No,Yes,Tier-2,Yes
42,55932,20,5,Postgraduate,19470,553,11280,Yes,Yes,Tier-1,No
34,219195,13,2,Professional,135132,690,69501,Yes,Yes,Tier-2,Yes
47,73231,26,2,Postgraduate,48907,846,23584,No,No,Tier-1,No
54,87497,31,3,Graduate,194979,577,82589,Yes,No,Tier-1,No
53,134211,31,2,Graduate,184005,654,22239,Yes,Yes,Tier-1,No
40,108634,19,3,Professional,119536,529,43992,Yes,No,Tier-1,Yes
35,170074,12,4,Graduate,214043,746,93729,Yes,Yes,Tier-2,Yes
58,194421,37,5,Graduate,329154,635,43521,Yes,Yes,Tier-2,Yes
40,244184,14,3,Graduate,68599,757,8416,Yes,Yes,Tier-2,Yes
56,143243,30,2,Graduate,76302,594,82636,Yes,No,Tier-1,No
43,45860,18,1,Professional,293626,642,57332,Yes,No,Tier-3,No
30,31589,8,4,Graduate,117642,577,62840,Yes,Yes,Tier-2,No
55,220961,31,5,Graduate,55678,558,23159,Yes,No,Tier-1,No
40,32464,13,5,Graduate,251826,716,42768,Yes,No,Tier-3,No
57,248962,31,3,Graduate,163940,843,25703,Yes,No,Tier-2,No
49,120049,22,1,Graduate,198165,731,62301,Yes,No,Tier-1,Yes
51,119176,27,4,Graduate,0,594,67552,Yes,Yes,Tier-2,No
